Name;Organisation;Country;Pays;Pais;URL;Description;Location;Latitude;Longitude;Has Issue;Issue Type;Code En;Code Fr;Country Slug;Thematic;Portal typology;Code Es
Procurement;Minister of Economy;Turkey;Turquie;Turquía;https://www.ekonomi.gov.tr/portal/faces/home;;39.0605953417, 35.1796718918;;;;;Turkey - Procurement;Turquie - Procurement;turkey;Administration;Public Sector, National Level;Turquía - Procurement
Procurement;Ministry of Finance;Malaysia;Malaisie;Malasia;https://myprocurement.treasury.gov.my/?page_id=220;;3.79236690155, 109.70819446;;;;;Malaysia - Procurement;Malaisie - Procurement;malaysia;Administration;Public Sector, National Level;Malasia - Procurement
Water Quality;"Environment Agency (England); Natural Resources Wales; Scottish Environment Protection Agency; Drinking Water Inspectorate ; Drinking Water Quality Regulator for Scotland";United Kingdom of Great Britain and Northern Ireland;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;Reino Unido de Gran Bretaña e Irlanda del Norte;https://www.dwi.gov.uk/about/annual-report/2015/index.html;;54.1553497203, -2.89558470051;;;;;United Kingdom of Great Britain and Northern Ireland - Water Quality;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord - Water Quality;united-kingdom-of-great-britain-and-northern-ireland;Environment;Public Sector, National Level;Reino Unido de Gran Bretaña e Irlanda del Norte - Water Quality
Water Quality;Water Supplies Department and Environmental Protection Depatment;China, Hong Kong Special Administrative Region;;;https://epic.epd.gov.hk/EPICRIVER/river/display/search;;22.3773617143, 114.110058162;;;;;China, Hong Kong Special Administrative Region - Water Quality;Water Quality;china--hong-kong-special-administrative-region;Environment;Public Sector, National Level;Water Quality
Water Quality;Autoridad de Acueductos y Alcantarillados de Puerto Rico and Junta de Calidad Ambiental de Puerto Rico - Puerto Rico Environmental Quality Board;Puerto Rico;;;https://www.acueductospr.com/AMBIENTE/ccr_reports.html;;18.2213289836, -66.4623422131;;;;;Puerto Rico - Water Quality;Water Quality;puerto-rico;Environment;Public Sector, National Level;Water Quality
Water Quality;Ministry of Environment;Japan;Japon;Japón;https://www.env.go.jp/doc/toukei/contents/index.html#5shou;;37.562161571, 137.990744528;;;;;Japan - Water Quality;Japon - Water Quality;japan;Environment;Public Sector, National Level;Japón - Water Quality
Weather Forecast;Environment Canada;Canada;Canada;Canadá;https://weather.gc.ca/forecast/public_bulletins_e.html;;61.3920172402, -98.2653294337;;;;;Canada - Weather Forecast;Canada - Weather Forecast;canada;Weather Forecast;Public Sector, National Level;Canadá - Weather Forecast
Weather Forecast;Republic Hydrometeorological Service of Serbia;Serbia;Serbie;Serbia;https://www.hidmet.gov.rs/eng/osmotreni/naslovna.php;;44.0314984186, 20.8052717232;;;;;Serbia - Weather Forecast;Serbie - Weather Forecast;serbia;Weather Forecast;Public Sector, National Level;Serbia - Weather Forecast
Weather Forecast;Environment Canada;Canada;Canada;Canadá;https://weather.gc.ca/forecast/public_bulletins_e.html?Bulletin=fpcn53.cwwg;;61.3920172402, -98.2653294337;;;;;Canada - Weather Forecast;Canada - Weather Forecast;canada;Weather Forecast;Public Sector, National Level;Canadá - Weather Forecast
Air Quality;Central Pollution Control Board;India;Inde;India;https://www.cpcb.gov.in/CAAQM/Auth/frmViewReportNew.aspx;;22.326122284, 79.3860086143;;;;;India - Air Quality;Inde - Air Quality;india;Environment;Public Sector, National Level;India - Air Quality
Air Quality;Ministerio de Ambiente y Desarrollo Sustentable;Argentina;Argentine;Argentina;https://estadisticas.ambiente.gob.ar/?idarticulo=13951#estadi;;-35.3764363409, -65.1677272409;;;;;Argentina - Air Quality;Argentine - Air Quality;argentina;Environment;Public Sector, National Level;Argentina - Air Quality
Company Register;The National Institute of Statistics and Economic Studies (INSEE), National Institute of Industrial Property  and the Commercial Courts regrouped under Infogreffe, all collect or manage company data.;France;France;Francia;https://www.infogreffe.fr/societes;;46.564502054, 2.55195521678;;;;;France - Company Register;France - Company Register;france;Economy,Administration;Public Sector, National Level;Francia - Company Register
Company Register;Companies Registry - Ministry of the Attorney General and Legal Affairs;Trinidad and Tobago;Trinité-et-Tobago;Trinidad y Tabago;https://rgd.legalaffairs.gov.tt;;10.4686414336, -61.2531768198;;;;;Trinidad and Tobago - Company Register;Trinité-et-Tobago - Company Register;trinidad-and-tobago;Economy,Administration;Public Sector, National Level;Trinidad y Tabago - Company Register
Draft Legislation;Folketinget;Denmark;Danemark;Dinamarca;https://www.ft.dk/Dokumenter/Vis_efter_type/Lovforslag.aspx#dok;;55.9633982423, 10.0462984147;;;;;Denmark - Draft Legislation;Danemark - Draft Legislation;denmark;Administration;Public Sector, National Level;Dinamarca - Draft Legislation
Draft Legislation;US gov publishing office;United States of America;États-Unis d'Amérique;Estados Unidos de América;https://docs.house.gov/floor;;45.6957437802, -112.491750759;;;;;United States of America - Draft Legislation;États-Unis d'Amérique - Draft Legislation;united-states-of-america;Administration;Public Sector, National Level;Estados Unidos de América - Draft Legislation
Draft Legislation;Folketinget;Denmark;Danemark;Dinamarca;https://www.ft.dk/AabneData;;55.9633982423, 10.0462984147;;;;;Denmark - Draft Legislation;Danemark - Draft Legislation;denmark;Administration;Public Sector, National Level;Dinamarca - Draft Legislation
Draft Legislation;Cabinet Legislation Bureau;Japan;Japon;Japón;https://www.clb.go.jp/english/index.html;;37.562161571, 137.990744528;;;;;Japan - Draft Legislation;Japon - Draft Legislation;japan;Administration;Public Sector, National Level;Japón - Draft Legislation
Draft Legislation;Sejm RP;Poland;Pologne;Polonia;https://sejm.gov.pl/Sejm8.nsf/proces.xsp;;52.1246100866, 19.4008838547;;;;;Poland - Draft Legislation;Pologne - Draft Legislation;poland;Administration;Public Sector, National Level;Polonia - Draft Legislation
Draft Legislation;Ministry of Justice;Slovakia;Slovaquie;Eslovaquia;https://www.nrsr.sk;;48.7075312895, 19.4916538823;;;;;Slovakia - Draft Legislation;Slovaquie - Draft Legislation;slovakia;Administration;Public Sector, National Level;Eslovaquia - Draft Legislation
Draft Legislation;Bundestag;Germany;Allemagne;Alemania;https://dip21.bundestag.de;;51.1065921857, 10.3936615548;;;;;Germany - Draft Legislation;Allemagne - Draft Legislation;germany;Administration;Public Sector, National Level;Alemania - Draft Legislation
Draft Legislation;Assemblée nationale, Sénat;France;France;Francia;https://data.senat.fr/dosleg;;46.564502054, 2.55195521678;;;;;France - Draft Legislation;France - Draft Legislation;france;Administration;Public Sector, National Level;Francia - Draft Legislation
Election Results;High Council for Elections;Turkey;Turquie;Turquía;https://www.ysk.gov.tr/ysk/faces/Secimler?_adf.ctrl-state=yf0y6pzey_54&training_id%3DYSKPWCN1_4444014427%26=&wcnav.model=YSKUstMenu&_afrLoop=3316812976458607;;39.0605953417, 35.1796718918;;;;;Turkey - Election Results;Turquie - Election Results;turkey;Administration;Public Sector, National Level;Turquía - Election Results
Government Budget;Directorate General of Budget, Accounting and Statistics of Executive Yuan;Taiwan;;;https://data.gov.tw/node/35302;;23.7540132935, 120.950797994;;;;;Taiwan - Government Budget;Government Budget;taiwan;Administration,Economy;Public Sector, National Level;Government Budget
Government Budget;mefa.ir: http://mefa.ir/Portal/Home/default.aspx;Iran;Iran;Irán;https://www.mporg.ir/Portal/View/Page.aspx?PageId=53c97db7-9f2d-4017-ac5d-82d072ee5501;;32.7394630887, 54.1977660932;;;;;Iran - Government Budget;Iran - Government Budget;iran;Administration,Economy;Public Sector, National Level;Irán - Government Budget
Government Budget;Ministry of Finance;Trinidad and Tobago;Trinité-et-Tobago;Trinidad y Tabago;https://www.finance.gov.tt/category/final-estimates;;10.4686414336, -61.2531768198;;;;;Trinidad and Tobago - Government Budget;Trinité-et-Tobago - Government Budget;trinidad-and-tobago;Administration,Economy;Public Sector, National Level;Trinidad y Tabago - Government Budget
Government Budget;White House Official Budget;United States of America;États-Unis d'Amérique;Estados Unidos de América;https://obamawhitehouse.archives.gov/omb/budget/Overview;;45.6957437802, -112.491750759;;;;;United States of America - Government Budget;États-Unis d'Amérique - Government Budget;united-states-of-america;Administration,Economy;Public Sector, National Level;Estados Unidos de América - Government Budget
Government Budget;Contraloría General de la República;Costa Rica;Costa Rica;Costa Rica;https://www.hacienda.go.cr/contenido/13889-ley-de-presupuesto-de-la-republica-2017;;9.970202814, -84.1879417953;;;;;Costa Rica - Government Budget;Costa Rica - Government Budget;costa-rica;Administration,Economy;Public Sector, National Level;Costa Rica - Government Budget
Land Ownership;on local level, not aggregated;Germany;Allemagne;Alemania;https://www.grundbuchportal.de;;51.1065921857, 10.3936615548;;;;;Germany - Land Ownership;Allemagne - Land Ownership;germany;Geospatial,Administration;Public Sector, National Level;Alemania - Land Ownership
National Laws;Department of Justice Canada;Canada;Canada;Canadá;https://laws-lois.justice.gc.ca;;61.3920172402, -98.2653294337;;;;;Canada - National Laws;Canada - National Laws;canada;Administration;Public Sector, National Level;Canadá - National Laws
National Laws;National Assembly of the Republic of Bulgaria;Bulgaria;Bulgarie;Bulgaria;https://www.parliament.bg/bg/laws;;42.7613767144, 25.231506244;;;;;Bulgaria - National Laws;Bulgarie - National Laws;bulgaria;Administration;Public Sector, National Level;Bulgaria - National Laws
National Laws;Senado Federal;Brazil;Brésil;Brasil;https://projeto.lexml.gov.br;;-10.7731085226, -53.089819954;;;;;Brazil - National Laws;Brésil - National Laws;brazil;Administration;Public Sector, National Level;Brasil - National Laws
National Laws;Ministry of Justice, Albanian Parliament;Albania;Albanie;Albania;https://www.parlament.al/dokumentacioni/libraria-e-akteve;;41.1422848234, 20.0683846059;;;;;Albania - National Laws;Albanie - National Laws;albania;Administration;Public Sector, National Level;Albania - National Laws
National Maps;Survey of India, Department of Science and Technology, National Remote Sensing Centre;India;Inde;India;https://bhuvan.nrsc.gov.in/data/download/index.php;;22.326122284, 79.3860086143;;;;;India - National Maps;Inde - National Maps;india;Geospatial;Public Sector, National Level;India - National Maps
National Maps;The State Service of Ukraine for Geodesy, Cartography and Cadastre;Ukraine;Ukraine;Ucrania;https://map.land.gov.ua/kadastrova-karta;;49.0170881641, 31.3871147731;;;;;Ukraine - National Maps;Ukraine - National Maps;ukraine;Geospatial;Public Sector, National Level;Ucrania - National Maps
National Maps;IBGE - Instituto Brasileiro de Geografia e Estatística;Brazil;Brésil;Brasil;https://downloads.ibge.gov.br/downloads_geociencias.htm;;-10.7731085226, -53.089819954;;;;;Brazil - National Maps;Brésil - National Maps;brazil;Geospatial;Public Sector, National Level;Brasil - National Maps
National Maps;The Norwegian Mapping Authority;Norway;Norvège;Noruega;https://www.geonorge.no;;64.4481711399, 14.0848008367;;;;;Norway - National Maps;Norvège - National Maps;norway;Geospatial;Public Sector, National Level;Noruega - National Maps
National Statistics;Department of Statistics Malaysia;Malaysia;Malaisie;Malasia;https://www.dosm.gov.my/v1/index.php?r=column/cthemeByCat&cat=100&bul_id=aG1XUTl0YmhLQjYvR01kWXp4V3ZWUT09&menu_id=TE5CRUZCblh4ZTZMODZIbmk2aWRRQT09;;3.79236690155, 109.70819446;;;;;Malaysia - National Statistics;Malaisie - National Statistics;malaysia;Statistics;Public Sector, National Level;Malasia - National Statistics
National Statistics;INEI - Nacional Institute of Statistics and Informatics;Peru;Pérou;Perú;https://iinei.inei.gob.pe/iinei/siemweb/publico;;-9.16375981826, -74.3756277431;;;;;Peru - National Statistics;Pérou - National Statistics;peru;Statistics;Public Sector, National Level;Perú - National Statistics
National Statistics;Mozambique National Institute of Statistics;Mozambique;Mozambique;Mozambique;https://www.ine.gov.mz;;-17.2593235217, 35.5514219184;;;;;Mozambique - National Statistics;Mozambique - National Statistics;mozambique;Statistics;Public Sector, National Level;Mozambique - National Statistics
National Statistics;Namibia Statistics Agency;Namibia;Namibie;Namibia;https://namibia.opendataforafrica.org/NPHCD2015/namibia-population-and-housing-census-data-2011;;-22.1332462385, 17.2182775969;;;;;Namibia - National Statistics;Namibie - National Statistics;namibia;Statistics;Public Sector, National Level;Namibia - National Statistics
National Statistics;Statistical Centre of Iran;Iran;Iran;Irán;https://www.amar.org.ir/english/Statistics-by-Topic/Labor-force#2222532-time-series;;32.7394630887, 54.1977660932;;;;;Iran - National Statistics;Iran - National Statistics;iran;Statistics;Public Sector, National Level;Irán - National Statistics
National Statistics;Bundesamt für Statistik/Office fédéral de la statistique;Switzerland;Suisse;Suiza;https://opendata.swiss/en/organization/bundesamt-fur-statistik-bfs;;46.8025693761, 8.23442917229;;;;;Switzerland - National Statistics;Suisse - National Statistics;switzerland;Statistics;Public Sector, National Level;Suiza - National Statistics
Water Quality;Finnish Environment Institute;Finland;Finlande;Finlandia;https://rajapinnat.ymparisto.fi/api/vesla/2.0/odata/Result_Wide?%24top=10&%24filter=AnalyteCode%20eq%20%27AS%27;;64.5004220003, 26.2663708649;;;;;Finland - Water Quality;Finlande - Water Quality;finland;Environment;Public Sector, National Level;Finlandia - Water Quality
Weather Forecast;Pakistan Meteorological Department;Pakistan;Pakistan;Pakistán;https://www.pmd.gov.pk/meteorogram/islamabad.php?district=Islamabad&division=Islamabad;;29.3579034266, 68.7901436462;;;;;Pakistan - Weather Forecast;Pakistan - Weather Forecast;pakistan;Weather Forecast;Public Sector, National Level;Pakistán - Weather Forecast
Data Sucy en Brie;Sucy en Brie;France;France;Francia;https://data.ville-sucy.fr;portal type : Portail theme : Généraliste geographical coverage : Communale;48.765666849445296, 2.5331333371767;;;;;France - Data Sucy en Brie;France - Data Sucy en Brie;france;Local Government;Public Sector, Local Level;Francia - Data Sucy en Brie
Data 16 Charente;Charente;France;France;Francia;https://data16.lacharente.fr;portal type : Portail theme : Généraliste geographical coverage : Départementale;45.7187057867, 0.203016764249;;;;;France - Data 16 Charente;France - Data 16 Charente;france;Local Government;Public Sector, Local Level;Francia - Data 16 Charente
Opendata Loiret;Loiret;France;France;Francia;https://open-loiret.opendata.arcgis.com;portal type : Géoportail theme : Généraliste geographical coverage : Départementale;47.9118849645, 2.343969836;;;;;France - Opendata Loiret;France - Opendata Loiret;france;Local Government,Geospatial;Public Sector, Local Level;Francia - Opendata Loiret
Administrative Boundaries;Urban Redevelopment Authority;Singapore;Singapour;Singapur;https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea;;1.35161482284, 103.808050945;;;;;Singapore - Administrative Boundaries;Singapour - Administrative Boundaries;singapore;Geospatial;Public Sector, National Level;Singapur - Administrative Boundaries
Administrative Boundaries;Comisión Nacional de División Territorial Administrativa;Costa Rica;Costa Rica;Costa Rica;https://www.snitcr.go.cr/Visor/index?p=cHJveWVjdG86OmxpbWl0ZXM=;;9.970202814, -84.1879417953;;;;;Costa Rica - Administrative Boundaries;Costa Rica - Administrative Boundaries;costa-rica;Geospatial;Public Sector, National Level;Costa Rica - Administrative Boundaries
Administrative Boundaries;The Norwegian Mapping Authority;Norway;Norvège;Noruega;https://data.norge.no/data/statens-kartverk/grenser;;64.4481711399, 14.0848008367;;;;;Norway - Administrative Boundaries;Norvège - Administrative Boundaries;norway;Geospatial;Public Sector, National Level;Noruega - Administrative Boundaries
Air Quality;Office of Air and Noise Pollution;Thailand;Thaïlande;Tailandia;https://data.go.th/Default.aspx;;15.127035821, 101.017360947;;;;;Thailand - Air Quality;Thaïlande - Air Quality;thailand;Environment;Public Sector, National Level;Tailandia - Air Quality
Air Quality;Hourly air quality recording and reporting is the responsibility of the states.  The National Pollutant Inventory collects annual data from businesses;Australia;Australie;Australia;https://www.epa.sa.gov.au/data_and_publications/air_quality_monitoring;;-25.7349682419, 134.489562473;;;;;Australia - Air Quality;Australie - Air Quality;australia;Environment;Public Sector, National Level;Australia - Air Quality
Company Register;Registry of Companies and Intellectual Property;Saint Lucia;Sainte-Lucie;Santa Lucía;https://efiling.rocip.gov.lc/#;;13.897866018, -60.9687111714;;;;;Saint Lucia - Company Register;Sainte-Lucie - Company Register;saint-lucia;Economy,Administration;Public Sector, National Level;Santa Lucía - Company Register
Company Register;Companies Office of Jamaica;Jamaica;Jamaïque;Jamaica;https://www.orcjamaica.com;;18.1514187691, -77.319011362;;;;;Jamaica - Company Register;Jamaïque - Company Register;jamaica;Economy,Administration;Public Sector, National Level;Jamaica - Company Register
Company Register;Departamento de Estado de Puerto Rico - Puerto Rico Department of State;Puerto Rico;;;https://prcorpfiling.f1hst.com/CorporationSearch.aspx;;18.2213289836, -66.4623422131;;;;;Puerto Rico - Company Register;Company Register;puerto-rico;Economy,Administration;Public Sector, National Level;Company Register
Draft Legislation;Austrian Parliament;Austria;Autriche;Austria;https://www.parlament.gv.at/PAKT/RGES;;47.5929026069, 14.1401934888;;;;;Austria - Draft Legislation;Autriche - Draft Legislation;austria;Administration;Public Sector, National Level;Austria - Draft Legislation
Government Budget;Ministry of Finance, Republic of Slovenia;Slovenia;Slovénie;Eslovenia;https://www.mf.gov.si/si/delovna_podrocja/proracun/sprejeti_proracun;;46.1235637635, 14.8265374892;;;;;Slovenia - Government Budget;Slovénie - Government Budget;slovenia;Administration,Economy;Public Sector, National Level;Eslovenia - Government Budget
Government Budget;Ministry of Economy and Ministry of Finance;Afghanistan;Afghanistan  masc.;Afganistán;https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1396_Budget/1396%20National%20Budget%20-%20PROVINCIAL%20ALLOCATION%20-%20Approved.pdf;;33.8388057162, 66.0264706677;;;;;Afghanistan - Government Budget;Afghanistan  masc. - Government Budget;afghanistan;Administration,Economy;Public Sector, National Level;Afganistán - Government Budget
Government Budget;Ministry of Finance and Treasury, Bosnia and Herzegovina;Bosnia and Herzegovina;Bosnie-Herzégovine;Bosnia y Herzegovina;https://mft.gov.ba/bos/index.php?option=com_content&view=article&id=144&Itemid=111;;44.1681152245, 17.7865306968;;;;;Bosnia and Herzegovina - Government Budget;Bosnie-Herzégovine - Government Budget;bosnia-and-herzegovina;Administration,Economy;Public Sector, National Level;Bosnia y Herzegovina - Government Budget
Government Budget;Department of Finance;Australia;Australie;Australia;https://data.gov.au/dataset/budget-2016-17-tables-and-data;;-25.7349682419, 134.489562473;;;;;Australia - Government Budget;Australie - Government Budget;australia;Administration,Economy;Public Sector, National Level;Australia - Government Budget
Government Budget;Ministerio de Hacienda. Secretaría de Hacienda. Subsecretaría de Presupuesto.;Argentina;Argentine;Argentina;https://sitiodelciudadano.mecon.gov.ar;;-35.3764363409, -65.1677272409;;;;;Argentina - Government Budget;Argentine - Government Budget;argentina;Administration,Economy;Public Sector, National Level;Argentina - Government Budget
Government Budget;Ministry of Finance;Trinidad and Tobago;Trinité-et-Tobago;Trinidad y Tabago;https://www.finance.gov.tt/wp-content/uploads/2016/09/Estimates-Expenditure-2017-Final-Book-Numbered.pdf;;10.4686414336, -61.2531768198;;;;;Trinidad and Tobago - Government Budget;Trinité-et-Tobago - Government Budget;trinidad-and-tobago;Administration,Economy;Public Sector, National Level;Trinidad y Tabago - Government Budget
Land Ownership;Styrelsen for Dataforsyning og Effektivisering;Denmark;Danemark;Dinamarca;https://download.kortforsyningen.dk/content/geodataprodukter?field_korttype_tid_1=441;;55.9633982423, 10.0462984147;;;;;Denmark - Land Ownership;Danemark - Land Ownership;denmark;Geospatial,Administration;Public Sector, National Level;Dinamarca - Land Ownership
National Laws;Senado Federal;Brazil;Brésil;Brasil;https://dadosabertos.senado.gov.br/group/legislacao2;;-10.7731085226, -53.089819954;;;;;Brazil - National Laws;Brésil - National Laws;brazil;Administration;Public Sector, National Level;Brasil - National Laws
National Laws;"Camera de diputados ; Supreme Court; Unidad General de Asuntos Juridicos";Mexico;Mexique;México;https://ordenjuridico.gob.mx/leyes.php;;23.9504638656, -102.532885497;;;;;Mexico - National Laws;Mexique - National Laws;mexico;Administration;Public Sector, National Level;México - National Laws
National Laws;Parliament of Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;https://www.parlzim.gov.zw;;-19.0000984418, 29.8718377672;;;;;Zimbabwe - National Laws;Zimbabwe - National Laws;zimbabwe;Administration;Public Sector, National Level;Zimbabwe - National Laws
National Laws;National Assembly of Bhutan, Office of Attorney General of Bhutan, Royal Court of Justice;Bhutan;Bhoutan;Bhután;https://oag.gov.bt/resources/acts;;27.4154144853, 90.4294348257;;;;;Bhutan - National Laws;Bhoutan - National Laws;bhutan;Administration;Public Sector, National Level;Bhután - National Laws
National Laws;Official Gazette of the Republic of Serbia;Serbia;Serbie;Serbia;https://www.pravno-informacioni-sistem.rs/SlGlasnikPortal/reg/content;;44.0314984186, 20.8052717232;;;;;Serbia - National Laws;Serbie - National Laws;serbia;Administration;Public Sector, National Level;Serbia - National Laws
National Laws;Department of Justice;China, Hong Kong Special Administrative Region;;;https://www.legislation.gov.hk/eng/home.htm;;22.3773617143, 114.110058162;;;;;China, Hong Kong Special Administrative Region - National Laws;National Laws;china--hong-kong-special-administrative-region;Administration;Public Sector, National Level;National Laws
National Laws;Official Journal of the Republic of Macedonia;Republic of North Macedonia;Macédoine du Nord;Macedonia del Norte;https://www.slvesnik.com.mk;;41.5996823123, 21.6974762673;;;;;Republic of North Macedonia - National Laws;Macédoine du Nord - National Laws;republic-of-north-macedonia;Administration;Public Sector, National Level;Macedonia del Norte - National Laws
National Maps;Infraestructura de Datos Geoespaciales - Ministerio de Bienes Nacionales;Chile;Chili;Chile;https://www.ide.cl;;-37.8524898213, -71.37398044;;;;;Chile - National Maps;Chili - National Maps;chile;Geospatial;Public Sector, National Level;Chile - National Maps
National Maps;Ordnance Survey;United Kingdom of Great Britain and Northern Ireland;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;Reino Unido de Gran Bretaña e Irlanda del Norte;https://www.ordnancesurvey.co.uk/opendatadownload/products.html;;54.1553497203, -2.89558470051;;;;;United Kingdom of Great Britain and Northern Ireland - National Maps;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord - National Maps;united-kingdom-of-great-britain-and-northern-ireland;Geospatial;Public Sector, National Level;Reino Unido de Gran Bretaña e Irlanda del Norte - National Maps
National Maps;National Centre for Statistics and Information;Oman;Oman masc.;Omán;https://nsdig2gapps.ncsi.gov.om/geoplatform/#;;20.597694874, 56.1113831083;;;;;Oman - National Maps;Oman masc. - National Maps;oman;Geospatial;Public Sector, National Level;Omán - National Maps
National Maps;Survey of India, Department of Science and Technology, National Remote Sensing Centre;India;Inde;India;https://www.surveyofindia.gov.in;;22.326122284, 79.3860086143;;;;;India - National Maps;Inde - National Maps;india;Geospatial;Public Sector, National Level;India - National Maps
National Statistics;Department of Statistics Malaysia;Malaysia;Malaisie;Malasia;https://www.dosm.gov.my/v1;;3.79236690155, 109.70819446;;;;;Malaysia - National Statistics;Malaisie - National Statistics;malaysia;Statistics;Public Sector, National Level;Malasia - National Statistics
National Statistics;Dirección General de Estadística, Encuestas y Censos;Paraguay;Paraguay;Paraguay;https://www.dgeec.gov.py/microdatos/index.php;;-23.2362111621, -58.3910235263;;;;;Paraguay - National Statistics;Paraguay - National Statistics;paraguay;Statistics;Public Sector, National Level;Paraguay - National Statistics
National Statistics;Statistik Austria;Austria;Autriche;Austria;https://data.statistik.gv.at/web/catalog.jsp#collapse5;;47.5929026069, 14.1401934888;;;;;Austria - National Statistics;Autriche - National Statistics;austria;Statistics;Public Sector, National Level;Austria - National Statistics
National Statistics;Statistisches Bundesamt (unemployment data), Bundesministerium für Bildung und Forschung;Germany;Allemagne;Alemania;https://www-genesis.destatis.de/genesis/online/logon?sequenz=tabelleErgebnis&selectionname=13231-0002&sachmerkmal=WERTE1&sachschluessel=WERTSBR&zeitscheiben=4;;51.1065921857, 10.3936615548;;;;;Germany - National Statistics;Allemagne - National Statistics;germany;Statistics;Public Sector, National Level;Alemania - National Statistics
National Statistics;National Bureau of Statistics;United Republic of Tanzania;République-Unie de Tanzanie;República Unida de Tanzanía;https://nbs.go.tz/tnada/index.php/catalog;;-6.27035351006, 34.8234539387;;;;;United Republic of Tanzania - National Statistics;République-Unie de Tanzanie - National Statistics;united-republic-of-tanzania;Statistics;Public Sector, National Level;República Unida de Tanzanía - National Statistics
National Statistics;Central Bureau of Statistics;Israel;Israël masc.;Israel;https://www.cbs.gov.il;;31.3584558552, 34.9658101977;;;;;Israel - National Statistics;Israël masc. - National Statistics;israel;Statistics;Public Sector, National Level;Israel - National Statistics
National Statistics;Centrālā statistikas pārvalde;Latvia;Lettonie;Letonia;https://www.csb.gov.lv/dati/statistikas-datubazes-28270.html;;56.8575344371, 24.9294239686;;;;;Latvia - National Statistics;Lettonie - National Statistics;latvia;Statistics;Public Sector, National Level;Letonia - National Statistics
National Statistics;Türkiye İstatistik Kurumu;Turkey;Turquie;Turquía;https://www.tuik.gov.tr;;39.0605953417, 35.1796718918;;;;;Turkey - National Statistics;Turquie - National Statistics;turkey;Statistics;Public Sector, National Level;Turquía - National Statistics
National Statistics;National Institute of Statistics and Economic Studies;France;France;Francia;https://www.bdm.insee.fr/bdm2/affichageSeries?idbank=001690223&page=export&codeGroupe=1541;;46.564502054, 2.55195521678;;;;;France - National Statistics;France - National Statistics;france;Statistics;Public Sector, National Level;Francia - National Statistics
National Statistics;National Statistics Institute, Romania;Romania;Roumanie;Rumania;https://www.insse.ro/cms/en/content/gross-domestic-product-fourth-quarter-2016-provisional-data-1;;45.8436147334, 24.9692587593;;;;;Romania - National Statistics;Roumanie - National Statistics;romania;Statistics;Public Sector, National Level;Rumania - National Statistics
National Statistics;State Statistical Office of the Republic of Macedonia;Republic of North Macedonia;Macédoine du Nord;Macedonia del Norte;https://makstat.stat.gov.mk/PXWeb/pxweb/en/MakStat/MakStat__PazarNaTrud__Plati;;41.5996823123, 21.6974762673;;;;;Republic of North Macedonia - National Statistics;Macédoine du Nord - National Statistics;republic-of-north-macedonia;Statistics;Public Sector, National Level;Macedonia del Norte - National Statistics
National Statistics;Republic of Malawi National Statistics Office;Malawi;Malawi;Malawi;https://www.nsomalawi.mw/index.php?option=com_content&view=article&id=3&Itemid=40;;-13.2160216526, 34.3071553103;;;;;Malawi - National Statistics;Malawi - National Statistics;malawi;Statistics;Public Sector, National Level;Malawi - National Statistics
National Statistics;Zambia Data Portal Central Statistics Office;Zambia;Zambie;Zambia;https://zambia.opendataforafrica.org/ZMLBST2016/labour-statistics-of-zambia-2013;;-13.4530186247, 27.7982491635;;;;;Zambia - National Statistics;Zambie - National Statistics;zambia;Statistics;Public Sector, National Level;Zambia - National Statistics
National Statistics;Zambia Data Portal Central Statistics Office;Zambia;Zambie;Zambia;https://zambia.opendataforafrica.org/data#topic=GDP;;-13.4530186247, 27.7982491635;;;;;Zambia - National Statistics;Zambie - National Statistics;zambia;Statistics;Public Sector, National Level;Zambia - National Statistics
Procurement;Public Procurement of Administration of Montenegro;Montenegro;Monténégro;Montenegro;https://www.ujn.gov.me/en;;42.7915932483, 19.2503049596;;;;;Montenegro - Procurement;Monténégro - Procurement;montenegro;Administration;Public Sector, National Level;Montenegro - Procurement
Procurement;Public Procurement Monitoring Office;Nepal;Népal;Nepal;https://www.bolpatra.gov.np/egp;;28.2530071386, 83.9385478077;;;;;Nepal - Procurement;Népal - Procurement;nepal;Administration;Public Sector, National Level;Nepal - Procurement
Procurement;Department of Finance;Australia;Australie;Australia;https://www.tenders.gov.au/?event=public.reports.CN.Published.form;;-25.7349682419, 134.489562473;;;;;Australia - Procurement;Australie - Procurement;australia;Administration;Public Sector, National Level;Australia - Procurement
Procurement;Ministry of Finance;France;France;Francia;https://www.data.gouv.fr/fr/datasets/marches-publics-conclus-recenses-sur-la-plateforme-des-achats-de-letat;;46.564502054, 2.55195521678;;;;;France - Procurement;France - Procurement;france;Administration;Public Sector, National Level;Francia - Procurement
